========================
PROJECT 3 — LOAD BALANCER LOG
========================
Servers (start): 10
Clock cycles: 10000
TASK TIME RANGE (required): [MIN=5, MAX=40] cycles

Scaling policy:
  Lower threshold = 50 * active_servers
  Upper threshold = 80 * active_servers
  Rest window after scaling (n): 25 cycles

Request arrival model:
  Arrival chance per cycle: 0.3
  Batch size per arrival: 1 to 2
  Initial fill rule: servers * 100

Firewall / IP blocker:
  Blocked ranges: 192.168.10., 10.10.
  Rejection action: discard + log
========================
[INFO] Starting queue size (required): 1000 (seeded from servers * 100)
[SCALE_UP] t=00001 SCALE_UP to 11 | queue=990 (above 80*servers)
[ARRIVAL] t=08628 ARRIVAL +2 | queue=28 | rejected_total=0
[ARRIVAL] t=08632 ARRIVAL +2 | queue=29 | rejected_total=0
[ARRIVAL] t=08633 ARRIVAL +1 | queue=28 | rejected_total=0
[ARRIVAL] t=08634 ARRIVAL +1 | queue=29 | rejected_total=0
[ARRIVAL] t=08637 ARRIVAL +1 | queue=29 | rejected_total=0
[ARRIVAL] t=08640 ARRIVAL +2 | queue=30 | rejected_total=0
[ARRIVAL] t=08642 ARRIVAL +1 | queue=31 | rejected_total=0
[ARRIVAL] t=08644 ARRIVAL +2 | queue=33 | rejected_total=0
[ARRIVAL] t=08646 ARRIVAL +2 | queue=33 | rejected_total=0
[ARRIVAL] t=08654 ARRIVAL +2 | queue=33 | rejected_total=0
[ARRIVAL] t=08657 ARRIVAL +1 | queue=33 | rejected_total=0
[ARRIVAL] t=08659 ARRIVAL +2 | queue=35 | rejected_total=0
[ARRIVAL] t=08660 ARRIVAL +2 | queue=35 | rejected_total=0
[ARRIVAL] t=08662 ARRIVAL +1 | queue=36 | rejected_total=0
[ARRIVAL] t=08664 ARRIVAL +2 | queue=37 | rejected_total=0
[ARRIVAL] t=08668 ARRIVAL +1 | queue=37 | rejected_total=0
[ARRIVAL] t=08671 ARRIVAL +1 | queue=37 | rejected_total=0
[ARRIVAL] t=08674 ARRIVAL +2 | queue=39 | rejected_total=0
[ARRIVAL] t=08679 ARRIVAL +1 | queue=39 | rejected_total=0
[ARRIVAL] t=08681 ARRIVAL +1 | queue=39 | rejected_total=0
[ARRIVAL] t=08683 ARRIVAL +1 | queue=39 | rejected_total=0
[ARRIVAL] t=08686 ARRIVAL +2 | queue=41 | rejected_total=0
[ARRIVAL] t=08687 ARRIVAL +2 | queue=43 | rejected_total=0
[ARRIVAL] t=08690 ARRIVAL +1 | queue=43 | rejected_total=0
[ARRIVAL] t=08691 ARRIVAL +2 | queue=44 | rejected_total=0
[ARRIVAL] t=08692 ARRIVAL +2 | queue=46 | rejected_total=0
[ARRIVAL] t=08698 ARRIVAL +1 | queue=44 | rejected_total=0
[ARRIVAL] t=08699 ARRIVAL +1 | queue=45 | rejected_total=0
[COMPLETE] t=08700 COMPLETE server=0 | completed=4804
[ASSIGN] t=08700 ASSIGN server=0 job=S time=23 | queue=44
[HEARTBEAT] t=08700 queue=44 servers=8 busy=8 completed=4804 rejected=0
[ARRIVAL] t=08704 ARRIVAL +2 | queue=46 | rejected_total=0
[ARRIVAL] t=08707 ARRIVAL +1 | queue=45 | rejected_total=0
[ARRIVAL] t=08710 ARRIVAL +2 | queue=47 | rejected_total=0
[ARRIVAL] t=08720 ARRIVAL +1 | queue=44 | rejected_total=0
[ARRIVAL] t=08721 ARRIVAL +1 | queue=45 | rejected_total=0
[ARRIVAL] t=08722 ARRIVAL +1 | queue=45 | rejected_total=0
[ARRIVAL] t=08723 ARRIVAL +1 | queue=45 | rejected_total=0
[ARRIVAL] t=08725 ARRIVAL +1 | queue=46 | rejected_total=0
[ARRIVAL] t=08726 ARRIVAL +1 | queue=47 | rejected_total=0
[ARRIVAL] t=08729 ARRIVAL +2 | queue=47 | rejected_total=0
[ARRIVAL] t=08734 ARRIVAL +2 | queue=47 | rejected_total=0
[ARRIVAL] t=08740 ARRIVAL +1 | queue=46 | rejected_total=0
[ARRIVAL] t=08741 ARRIVAL +1 | queue=46 | rejected_total=0
[ARRIVAL] t=08744 ARRIVAL +1 | queue=45 | rejected_total=0
[ARRIVAL] t=08751 ARRIVAL +2 | queue=46 | rejected_total=0
[ARRIVAL] t=08757 ARRIVAL +1 | queue=46 | rejected_total=0
[ARRIVAL] t=08765 ARRIVAL +2 | queue=45 | rejected_total=0
[ARRIVAL] t=08767 ARRIVAL +2 | queue=47 | rejected_total=0
[ARRIVAL] t=08770 ARRIVAL +1 | queue=46 | rejected_total=0
[ARRIVAL] t=08774 ARRIVAL +1 | queue=44 | rejected_total=0
[ARRIVAL] t=08775 ARRIVAL +2 | queue=46 | rejected_total=0
[ARRIVAL] t=08777 ARRIVAL +2 | queue=47 | rejected_total=0
[ARRIVAL] t=08778 ARRIVAL +1 | queue=48 | rejected_total=0
[ARRIVAL] t=08781 ARRIVAL +2 | queue=49 | rejected_total=0
[ARRIVAL] t=08783 ARRIVAL +2 | queue=51 | rejected_total=0
[ARRIVAL] t=08789 ARRIVAL +1 | queue=52 | rejected_total=0
[ARRIVAL] t=08790 ARRIVAL +2 | queue=54 | rejected_total=0
[ARRIVAL] t=08793 ARRIVAL +2 | queue=55 | rejected_total=0
[ARRIVAL] t=08799 ARRIVAL +1 | queue=52 | rejected_total=0
[HEARTBEAT] t=08800 queue=52 servers=8 busy=8 completed=4838 rejected=0
[ARRIVAL] t=08801 ARRIVAL +2 | queue=54 | rejected_total=0
[ARRIVAL] t=08803 ARRIVAL +2 | queue=56 | rejected_total=0
[ARRIVAL] t=08809 ARRIVAL +1 | queue=54 | rejected_total=0
[ARRIVAL] t=08811 ARRIVAL +1 | queue=54 | rejected_total=0
[ARRIVAL] t=08812 ARRIVAL +2 | queue=56 | rejected_total=0
[ARRIVAL] t=08813 ARRIVAL +1 | queue=56 | rejected_total=0
[ARRIVAL] t=08816 ARRIVAL +2 | queue=58 | rejected_total=0
[ARRIVAL] t=08819 ARRIVAL +2 | queue=60 | rejected_total=0
[ARRIVAL] t=08823 ARRIVAL +2 | queue=61 | rejected_total=0
[ARRIVAL] t=08824 ARRIVAL +1 | queue=62 | rejected_total=0
[ARRIVAL] t=08826 ARRIVAL +2 | queue=63 | rejected_total=0
[ARRIVAL] t=08833 ARRIVAL +1 | queue=60 | rejected_total=0
[ARRIVAL] t=08836 ARRIVAL +2 | queue=60 | rejected_total=0
[ARRIVAL] t=08855 ARRIVAL +2 | queue=55 | rejected_total=0
[ARRIVAL] t=08856 ARRIVAL +1 | queue=55 | rejected_total=0
[ARRIVAL] t=08858 ARRIVAL +2 | queue=56 | rejected_total=0
[ARRIVAL] t=08859 ARRIVAL +2 | queue=58 | rejected_total=0
[ARRIVAL] t=08860 ARRIVAL +1 | queue=59 | rejected_total=0
[ARRIVAL] t=08862 ARRIVAL +1 | queue=59 | rejected_total=0
[ARRIVAL] t=08863 ARRIVAL +1 | queue=60 | rejected_total=0
[ARRIVAL] t=08864 ARRIVAL +1 | queue=61 | rejected_total=0
[ARRIVAL] t=08865 ARRIVAL +1 | queue=62 | rejected_total=0
[ARRIVAL] t=08866 ARRIVAL +1 | queue=63 | rejected_total=0
[ARRIVAL] t=08867 ARRIVAL +2 | queue=65 | rejected_total=0
[ARRIVAL] t=08871 ARRIVAL +1 | queue=64 | rejected_total=0
[ARRIVAL] t=08879 ARRIVAL +2 | queue=64 | rejected_total=0
[ARRIVAL] t=08881 ARRIVAL +1 | queue=64 | rejected_total=0
[ARRIVAL] t=08882 ARRIVAL +1 | queue=65 | rejected_total=0
[ARRIVAL] t=08887 ARRIVAL +1 | queue=63 | rejected_total=0
[ARRIVAL] t=08895 ARRIVAL +2 | queue=61 | rejected_total=0
[ARRIVAL] t=08896 ARRIVAL +2 | queue=63 | rejected_total=0
[HEARTBEAT] t=08900 queue=62 servers=8 busy=8 completed=4874 rejected=0
[ARRIVAL] t=08902 ARRIVAL +1 | queue=63 | rejected_total=0
[ARRIVAL] t=08908 ARRIVAL +1 | queue=61 | rejected_total=0
[ARRIVAL] t=08910 ARRIVAL +2 | queue=63 | rejected_total=0
[ARRIVAL] t=08915 ARRIVAL +1 | queue=62 | rejected_total=0
[ARRIVAL] t=08917 ARRIVAL +1 | queue=63 | rejected_total=0
[ARRIVAL] t=08918 ARRIVAL +1 | queue=62 | rejected_total=0
[ARRIVAL] t=08923 ARRIVAL +2 | queue=61 | rejected_total=0
[ARRIVAL] t=08927 ARRIVAL +2 | queue=63 | rejected_total=0
[ARRIVAL] t=08928 ARRIVAL +1 | queue=64 | rejected_total=0
[ARRIVAL] t=08936 ARRIVAL +1 | queue=63 | rejected_total=0
[ARRIVAL] t=08937 ARRIVAL +1 | queue=64 | rejected_total=0
[ARRIVAL] t=08940 ARRIVAL +2 | queue=65 | rejected_total=0
[ARRIVAL] t=08944 ARRIVAL +2 | queue=65 | rejected_total=0
[ARRIVAL] t=08946 ARRIVAL +2 | queue=67 | rejected_total=0
[ARRIVAL] t=08949 ARRIVAL +1 | queue=67 | rejected_total=0
[ARRIVAL] t=08950 ARRIVAL +2 | queue=69 | rejected_total=0
[ARRIVAL] t=08952 ARRIVAL +1 | queue=68 | rejected_total=0
[ARRIVAL] t=08955 ARRIVAL +1 | queue=68 | rejected_total=0
[ARRIVAL] t=08956 ARRIVAL +1 | queue=69 | rejected_total=0
[ARRIVAL] t=08957 ARRIVAL +2 | queue=70 | rejected_total=0
[ARRIVAL] t=08959 ARRIVAL +2 | queue=72 | rejected_total=0
[ARRIVAL] t=08960 ARRIVAL +2 | queue=74 | rejected_total=0
[ARRIVAL] t=08968 ARRIVAL +2 | queue=74 | rejected_total=0
[ARRIVAL] t=08978 ARRIVAL +1 | queue=70 | rejected_total=0
[ARRIVAL] t=08982 ARRIVAL +1 | queue=69 | rejected_total=0
[ARRIVAL] t=08992 ARRIVAL +1 | queue=67 | rejected_total=0
[ARRIVAL] t=08994 ARRIVAL +1 | queue=68 | rejected_total=0
[ARRIVAL] t=08997 ARRIVAL +2 | queue=70 | rejected_total=0
[HEARTBEAT] t=09000 queue=69 servers=8 busy=8 completed=4907 rejected=0
[ARRIVAL] t=09001 ARRIVAL +2 | queue=71 | rejected_total=0
[ARRIVAL] t=09002 ARRIVAL +2 | queue=73 | rejected_total=0
[ARRIVAL] t=09005 ARRIVAL +1 | queue=74 | rejected_total=0
[ARRIVAL] t=09006 ARRIVAL +1 | queue=74 | rejected_total=0
[ARRIVAL] t=09007 ARRIVAL +1 | queue=73 | rejected_total=0
[ARRIVAL] t=09009 ARRIVAL +2 | queue=73 | rejected_total=0
[ARRIVAL] t=09012 ARRIVAL +2 | queue=75 | rejected_total=0
[ARRIVAL] t=09014 ARRIVAL +1 | queue=75 | rejected_total=0
[ARRIVAL] t=09016 ARRIVAL +2 | queue=77 | rejected_total=0
[ARRIVAL] t=09017 ARRIVAL +2 | queue=78 | rejected_total=0
[ARRIVAL] t=09019 ARRIVAL +1 | queue=78 | rejected_total=0
[ARRIVAL] t=09023 ARRIVAL +1 | queue=79 | rejected_total=0
[ARRIVAL] t=09029 ARRIVAL +1 | queue=78 | rejected_total=0
[ARRIVAL] t=09030 ARRIVAL +2 | queue=80 | rejected_total=0
[ARRIVAL] t=09032 ARRIVAL +2 | queue=82 | rejected_total=0
[ARRIVAL] t=09036 ARRIVAL +1 | queue=81 | rejected_total=0
[ARRIVAL] t=09037 ARRIVAL +2 | queue=83 | rejected_total=0
[ARRIVAL] t=09040 ARRIVAL +1 | queue=81 | rejected_total=0
[ARRIVAL] t=09042 ARRIVAL +1 | queue=82 | rejected_total=0
[ARRIVAL] t=09044 ARRIVAL +1 | queue=83 | rejected_total=0
[ARRIVAL] t=09046 ARRIVAL +2 | queue=85 | rejected_total=0
[ARRIVAL] t=09051 ARRIVAL +2 | queue=83 | rejected_total=0
[ARRIVAL] t=09052 ARRIVAL +2 | queue=85 | rejected_total=0
[ARRIVAL] t=09053 ARRIVAL +1 | queue=86 | rejected_total=0
[ARRIVAL] t=09058 ARRIVAL +1 | queue=85 | rejected_total=0
[ARRIVAL] t=09059 ARRIVAL +1 | queue=85 | rejected_total=0
[ARRIVAL] t=09061 ARRIVAL +2 | queue=87 | rejected_total=0
[ARRIVAL] t=09063 ARRIVAL +1 | queue=87 | rejected_total=0
[ARRIVAL] t=09069 ARRIVAL +1 | queue=85 | rejected_total=0
[ARRIVAL] t=09070 ARRIVAL +1 | queue=86 | rejected_total=0
[ARRIVAL] t=09071 ARRIVAL +2 | queue=88 | rejected_total=0
[ARRIVAL] t=09075 ARRIVAL +1 | queue=88 | rejected_total=0
[ARRIVAL] t=09077 ARRIVAL +2 | queue=89 | rejected_total=0
[ARRIVAL] t=09083 ARRIVAL +2 | queue=91 | rejected_total=0
[ARRIVAL] t=09085 ARRIVAL +1 | queue=89 | rejected_total=0
[ARRIVAL] t=09093 ARRIVAL +1 | queue=87 | rejected_total=0
[ARRIVAL] t=09098 ARRIVAL +1 | queue=84 | rejected_total=0
[HEARTBEAT] t=09100 queue=84 servers=8 busy=8 completed=4945 rejected=0
[ARRIVAL] t=09112 ARRIVAL +2 | queue=83 | rejected_total=0
[ARRIVAL] t=09116 ARRIVAL +1 | queue=84 | rejected_total=0
[ARRIVAL] t=09118 ARRIVAL +2 | queue=84 | rejected_total=0
[ARRIVAL] t=09120 ARRIVAL +1 | queue=85 | rejected_total=0
[ARRIVAL] t=09121 ARRIVAL +2 | queue=86 | rejected_total=0
[ARRIVAL] t=09123 ARRIVAL +1 | queue=86 | rejected_total=0
[ARRIVAL] t=09130 ARRIVAL +1 | queue=85 | rejected_total=0
[ARRIVAL] t=09134 ARRIVAL +2 | queue=85 | rejected_total=0
[ARRIVAL] t=09135 ARRIVAL +2 | queue=86 | rejected_total=0
[ARRIVAL] t=09139 ARRIVAL +2 | queue=88 | rejected_total=0
[ARRIVAL] t=09140 ARRIVAL +2 | queue=90 | rejected_total=0
[ARRIVAL] t=09149 ARRIVAL +2 | queue=91 | rejected_total=0
[ARRIVAL] t=09150 ARRIVAL +2 | queue=93 | rejected_total=0
[ARRIVAL] t=09153 ARRIVAL +2 | queue=94 | rejected_total=0
[ARRIVAL] t=09156 ARRIVAL +1 | queue=92 | rejected_total=0
[ARRIVAL] t=09157 ARRIVAL +1 | queue=93 | rejected_total=0
[ARRIVAL] t=09168 ARRIVAL +2 | queue=92 | rejected_total=0
[ARRIVAL] t=09170 ARRIVAL +2 | queue=93 | rejected_total=0
[ARRIVAL] t=09176 ARRIVAL +1 | queue=94 | rejected_total=0
[ARRIVAL] t=09177 ARRIVAL +2 | queue=96 | rejected_total=0
[ARRIVAL] t=09182 ARRIVAL +1 | queue=93 | rejected_total=0
[ARRIVAL] t=09185 ARRIVAL +2 | queue=93 | rejected_total=0
[ARRIVAL] t=09189 ARRIVAL +2 | queue=94 | rejected_total=0
[ARRIVAL] t=09190 ARRIVAL +2 | queue=96 | rejected_total=0
[ARRIVAL] t=09196 ARRIVAL +2 | queue=96 | rejected_total=0
[ARRIVAL] t=09197 ARRIVAL +2 | queue=98 | rejected_total=0
[COMPLETE] t=09200 COMPLETE server=6 | completed=4976
[COMPLETE] t=09200 COMPLETE server=7 | completed=4977
[ASSIGN] t=09200 ASSIGN server=6 job=P time=6 | queue=97
[ASSIGN] t=09200 ASSIGN server=7 job=P time=27 | queue=96
[HEARTBEAT] t=09200 queue=96 servers=8 busy=8 completed=4977 rejected=0
[ARRIVAL] t=09208 ARRIVAL +2 | queue=95 | rejected_total=0
[ARRIVAL] t=09211 ARRIVAL +2 | queue=96 | rejected_total=0
[ARRIVAL] t=09213 ARRIVAL +1 | queue=97 | rejected_total=0
[ARRIVAL] t=09217 ARRIVAL +2 | queue=97 | rejected_total=0
[ARRIVAL] t=09218 ARRIVAL +2 | queue=99 | rejected_total=0
[ARRIVAL] t=09223 ARRIVAL +1 | queue=98 | rejected_total=0
[ARRIVAL] t=09231 ARRIVAL +2 | queue=96 | rejected_total=0
[ARRIVAL] t=09233 ARRIVAL +2 | queue=98 | rejected_total=0
[ARRIVAL] t=09236 ARRIVAL +2 | queue=99 | rejected_total=0
[ARRIVAL] t=09243 ARRIVAL +1 | queue=96 | rejected_total=0
[ARRIVAL] t=09246 ARRIVAL +1 | queue=96 | rejected_total=0
[ARRIVAL] t=09248 ARRIVAL +1 | queue=95 | rejected_total=0
[ARRIVAL] t=09250 ARRIVAL +1 | queue=96 | rejected_total=0
[ARRIVAL] t=09253 ARRIVAL +1 | queue=97 | rejected_total=0
[ARRIVAL] t=09255 ARRIVAL +1 | queue=98 | rejected_total=0
[ARRIVAL] t=09256 ARRIVAL +1 | queue=98 | rejected_total=0
[ARRIVAL] t=09257 ARRIVAL +2 | queue=100 | rejected_total=0
[ARRIVAL] t=09258 ARRIVAL +2 | queue=102 | rejected_total=0
[ARRIVAL] t=09261 ARRIVAL +1 | queue=103 | rejected_total=0
[ARRIVAL] t=09262 ARRIVAL +1 | queue=104 | rejected_total=0
[ARRIVAL] t=09264 ARRIVAL +1 | queue=102 | rejected_total=0
[ARRIVAL] t=09275 ARRIVAL +2 | queue=99 | rejected_total=0
[ARRIVAL] t=09276 ARRIVAL +2 | queue=100 | rejected_total=0
[ARRIVAL] t=09277 ARRIVAL +1 | queue=100 | rejected_total=0
[ARRIVAL] t=09279 ARRIVAL +2 | queue=100 | rejected_total=0
[ARRIVAL] t=09282 ARRIVAL +2 | queue=101 | rejected_total=0
[ARRIVAL] t=09285 ARRIVAL +1 | queue=102 | rejected_total=0
[ARRIVAL] t=09286 ARRIVAL +1 | queue=103 | rejected_total=0
[ARRIVAL] t=09288 ARRIVAL +1 | queue=104 | rejected_total=0
[ARRIVAL] t=09290 ARRIVAL +1 | queue=105 | rejected_total=0
[ARRIVAL] t=09292 ARRIVAL +1 | queue=106 | rejected_total=0
[ARRIVAL] t=09293 ARRIVAL +1 | queue=107 | rejected_total=0
[ARRIVAL] t=09297 ARRIVAL +2 | queue=106 | rejected_total=0
[ARRIVAL] t=09298 ARRIVAL +1 | queue=106 | rejected_total=0
[HEARTBEAT] t=09300 queue=106 servers=8 busy=8 completed=5015 rejected=0
[ARRIVAL] t=09305 ARRIVAL +1 | queue=106 | rejected_total=0
[ARRIVAL] t=09306 ARRIVAL +1 | queue=107 | rejected_total=0
[ARRIVAL] t=09310 ARRIVAL +1 | queue=106 | rejected_total=0
[ARRIVAL] t=09317 ARRIVAL +2 | queue=107 | rejected_total=0
[ARRIVAL] t=09318 ARRIVAL +1 | queue=107 | rejected_total=0
[ARRIVAL] t=09319 ARRIVAL +1 | queue=108 | rejected_total=0
[ARRIVAL] t=09321 ARRIVAL +2 | queue=110 | rejected_total=0
[ARRIVAL] t=09322 ARRIVAL +2 | queue=112 | rejected_total=0
[ARRIVAL] t=09325 ARRIVAL +1 | queue=112 | rejected_total=0
[ARRIVAL] t=09336 ARRIVAL +1 | queue=106 | rejected_total=0
[ARRIVAL] t=09339 ARRIVAL +2 | queue=108 | rejected_total=0
[ARRIVAL] t=09341 ARRIVAL +1 | queue=109 | rejected_total=0
[ARRIVAL] t=09342 ARRIVAL +2 | queue=111 | rejected_total=0
[ARRIVAL] t=09343 ARRIVAL +1 | queue=110 | rejected_total=0
[ARRIVAL] t=09344 ARRIVAL +1 | queue=111 | rejected_total=0
[ARRIVAL] t=09348 ARRIVAL +1 | queue=111 | rejected_total=0
[ARRIVAL] t=09349 ARRIVAL +2 | queue=113 | rejected_total=0
[ARRIVAL] t=09351 ARRIVAL +2 | queue=114 | rejected_total=0
[ARRIVAL] t=09353 ARRIVAL +1 | queue=115 | rejected_total=0
[ARRIVAL] t=09354 ARRIVAL +1 | queue=115 | rejected_total=0
[ARRIVAL] t=09356 ARRIVAL +1 | queue=115 | rejected_total=0
[ARRIVAL] t=09359 ARRIVAL +1 | queue=116 | rejected_total=0
[ARRIVAL] t=09361 ARRIVAL +1 | queue=116 | rejected_total=0
[ARRIVAL] t=09363 ARRIVAL +2 | queue=117 | rejected_total=0
[ARRIVAL] t=09364 ARRIVAL +1 | queue=118 | rejected_total=0
[ARRIVAL] t=09368 ARRIVAL +1 | queue=118 | rejected_total=0
[ARRIVAL] t=09372 ARRIVAL +1 | queue=118 | rejected_total=0
[ARRIVAL] t=09375 ARRIVAL +1 | queue=116 | rejected_total=0
[ARRIVAL] t=09377 ARRIVAL +2 | queue=118 | rejected_total=0
[ARRIVAL] t=09381 ARRIVAL +1 | queue=118 | rejected_total=0
[ARRIVAL] t=09382 ARRIVAL +1 | queue=119 | rejected_total=0
[ARRIVAL] t=09387 ARRIVAL +2 | queue=120 | rejected_total=0
[ARRIVAL] t=09389 ARRIVAL +1 | queue=121 | rejected_total=0
[ARRIVAL] t=09390 ARRIVAL +1 | queue=121 | rejected_total=0
[ARRIVAL] t=09392 ARRIVAL +2 | queue=122 | rejected_total=0
[ARRIVAL] t=09393 ARRIVAL +2 | queue=123 | rejected_total=0
[ARRIVAL] t=09394 ARRIVAL +1 | queue=124 | rejected_total=0
[ARRIVAL] t=09395 ARRIVAL +2 | queue=123 | rejected_total=0
[ARRIVAL] t=09400 ARRIVAL +1 | queue=124 | rejected_total=0
[HEARTBEAT] t=09400 queue=124 servers=8 busy=8 completed=5049 rejected=0
[ARRIVAL] t=09401 ARRIVAL +2 | queue=125 | rejected_total=0
[ARRIVAL] t=09403 ARRIVAL +1 | queue=126 | rejected_total=0
[ARRIVAL] t=09406 ARRIVAL +1 | queue=125 | rejected_total=0
[ARRIVAL] t=09407 ARRIVAL +1 | queue=126 | rejected_total=0
[ARRIVAL] t=09420 ARRIVAL +1 | queue=123 | rejected_total=0
[ARRIVAL] t=09427 ARRIVAL +2 | queue=124 | rejected_total=0
[ARRIVAL] t=09429 ARRIVAL +1 | queue=124 | rejected_total=0
[ARRIVAL] t=09431 ARRIVAL +2 | queue=126 | rejected_total=0
[ARRIVAL] t=09435 ARRIVAL +2 | queue=126 | rejected_total=0
[ARRIVAL] t=09436 ARRIVAL +1 | queue=127 | rejected_total=0
[ARRIVAL] t=09442 ARRIVAL +1 | queue=126 | rejected_total=0
[ARRIVAL] t=09444 ARRIVAL +2 | queue=128 | rejected_total=0
[ARRIVAL] t=09457 ARRIVAL +2 | queue=125 | rejected_total=0
[ARRIVAL] t=09458 ARRIVAL +1 | queue=126 | rejected_total=0
[ARRIVAL] t=09459 ARRIVAL +2 | queue=128 | rejected_total=0
[ARRIVAL] t=09461 ARRIVAL +1 | queue=128 | rejected_total=0
[ARRIVAL] t=09464 ARRIVAL +1 | queue=128 | rejected_total=0
[ARRIVAL] t=09465 ARRIVAL +2 | queue=130 | rejected_total=0
[ARRIVAL] t=09467 ARRIVAL +2 | queue=130 | rejected_total=0
[ARRIVAL] t=09469 ARRIVAL +2 | queue=132 | rejected_total=0
[ARRIVAL] t=09471 ARRIVAL +2 | queue=134 | rejected_total=0
[ARRIVAL] t=09472 ARRIVAL +1 | queue=135 | rejected_total=0
[ARRIVAL] t=09474 ARRIVAL +2 | queue=137 | rejected_total=0
[ARRIVAL] t=09482 ARRIVAL +2 | queue=137 | rejected_total=0
[ARRIVAL] t=09483 ARRIVAL +1 | queue=138 | rejected_total=0
[ARRIVAL] t=09485 ARRIVAL +2 | queue=138 | rejected_total=0
[ARRIVAL] t=09488 ARRIVAL +2 | queue=140 | rejected_total=0
[ARRIVAL] t=09495 ARRIVAL +2 | queue=136 | rejected_total=0
[COMPLETE] t=09500 COMPLETE server=2 | completed=5083
[COMPLETE] t=09500 COMPLETE server=5 | completed=5084
[ASSIGN] t=09500 ASSIGN server=2 job=S time=32 | queue=134
[ASSIGN] t=09500 ASSIGN server=5 job=P time=39 | queue=133
[HEARTBEAT] t=09500 queue=133 servers=8 busy=8 completed=5084 rejected=0
[ARRIVAL] t=09501 ARRIVAL +2 | queue=135 | rejected_total=0
[ARRIVAL] t=09502 ARRIVAL +1 | queue=136 | rejected_total=0
[ARRIVAL] t=09506 ARRIVAL +1 | queue=137 | rejected_total=0
[ARRIVAL] t=09511 ARRIVAL +2 | queue=136 | rejected_total=0
[ARRIVAL] t=09515 ARRIVAL +2 | queue=137 | rejected_total=0
[ARRIVAL] t=09518 ARRIVAL +2 | queue=139 | rejected_total=0
[ARRIVAL] t=09523 ARRIVAL +2 | queue=141 | rejected_total=0
[ARRIVAL] t=09524 ARRIVAL +2 | queue=142 | rejected_total=0
[ARRIVAL] t=09526 ARRIVAL +1 | queue=143 | rejected_total=0
[ARRIVAL] t=09527 ARRIVAL +1 | queue=144 | rejected_total=0
[ARRIVAL] t=09536 ARRIVAL +1 | queue=141 | rejected_total=0
[ARRIVAL] t=09540 ARRIVAL +2 | queue=141 | rejected_total=0
[ARRIVAL] t=09541 ARRIVAL +1 | queue=142 | rejected_total=0
[ARRIVAL] t=09542 ARRIVAL +2 | queue=144 | rejected_total=0
[ARRIVAL] t=09544 ARRIVAL +2 | queue=144 | rejected_total=0
[ARRIVAL] t=09545 ARRIVAL +2 | queue=146 | rejected_total=0
[ARRIVAL] t=09550 ARRIVAL +2 | queue=145 | rejected_total=0
[ARRIVAL] t=09558 ARRIVAL +1 | queue=144 | rejected_total=0
[ARRIVAL] t=09562 ARRIVAL +2 | queue=146 | rejected_total=0
[ARRIVAL] t=09569 ARRIVAL +2 | queue=144 | rejected_total=0
[ARRIVAL] t=09572 ARRIVAL +1 | queue=145 | rejected_total=0
[ARRIVAL] t=09582 ARRIVAL +2 | queue=144 | rejected_total=0
[ARRIVAL] t=09583 ARRIVAL +1 | queue=145 | rejected_total=0
[ARRIVAL] t=09587 ARRIVAL +1 | queue=144 | rejected_total=0
[ARRIVAL] t=09590 ARRIVAL +2 | queue=143 | rejected_total=0
[ARRIVAL] t=09600 ARRIVAL +1 | queue=142 | rejected_total=0
[HEARTBEAT] t=09600 queue=142 servers=8 busy=8 completed=5116 rejected=0
[ARRIVAL] t=09602 ARRIVAL +2 | queue=144 | rejected_total=0
[ARRIVAL] t=09604 ARRIVAL +2 | queue=146 | rejected_total=0
[ARRIVAL] t=09612 ARRIVAL +2 | queue=146 | rejected_total=0
[ARRIVAL] t=09616 ARRIVAL +1 | queue=145 | rejected_total=0
[ARRIVAL] t=09617 ARRIVAL +2 | queue=147 | rejected_total=0
[ARRIVAL] t=09618 ARRIVAL +1 | queue=148 | rejected_total=0
[ARRIVAL] t=09620 ARRIVAL +2 | queue=149 | rejected_total=0
[ARRIVAL] t=09622 ARRIVAL +2 | queue=150 | rejected_total=0
[ARRIVAL] t=09625 ARRIVAL +2 | queue=150 | rejected_total=0
[ARRIVAL] t=09626 ARRIVAL +1 | queue=151 | rejected_total=0
[ARRIVAL] t=09627 ARRIVAL +2 | queue=153 | rejected_total=0
[ARRIVAL] t=09629 ARRIVAL +2 | queue=153 | rejected_total=0
[ARRIVAL] t=09633 ARRIVAL +1 | queue=153 | rejected_total=0
[ARRIVAL] t=09635 ARRIVAL +2 | queue=154 | rejected_total=0
[ARRIVAL] t=09637 ARRIVAL +1 | queue=155 | rejected_total=0
[ARRIVAL] t=09640 ARRIVAL +2 | queue=154 | rejected_total=0
[ARRIVAL] t=09643 ARRIVAL +1 | queue=155 | rejected_total=0
[ARRIVAL] t=09644 ARRIVAL +1 | queue=156 | rejected_total=0
[ARRIVAL] t=09647 ARRIVAL +1 | queue=154 | rejected_total=0
[ARRIVAL] t=09649 ARRIVAL +2 | queue=155 | rejected_total=0
[ARRIVAL] t=09650 ARRIVAL +2 | queue=157 | rejected_total=0
[ARRIVAL] t=09652 ARRIVAL +1 | queue=158 | rejected_total=0
[ARRIVAL] t=09655 ARRIVAL +1 | queue=159 | rejected_total=0
[ARRIVAL] t=09657 ARRIVAL +1 | queue=159 | rejected_total=0
[ARRIVAL] t=09659 ARRIVAL +2 | queue=160 | rejected_total=0
